"0","2232329215","Thu Jun 18 19:45:44 PDT 2009","NO_QUERY","s0ulistic","@Stephbusta - hey what happened to your youtube account  nooooooo makeup guru "
"4","2015500999","Wed Jun 03 04:49:52 PDT 2009","NO_QUERY","Terceramon","Randomly in a very good mood today.   I hope it lasts."
"4","1827610139","Sun May 17 11:04:24 PDT 2009","NO_QUERY","VioletsCRUK","@WeeMagic lol no think hes making a bolognese - i dnt care as long as its pasta...im starvin!! "
"0","1980863471","Sun May 31 07:51:50 PDT 2009","NO_QUERY","caracat06","Watched Dead na si Lolo. So funny. But behind those laughs i felt really sad. Suddenly, I miss my tatay so much "
"4","1468612615","Tue Apr 07 02:43:49 PDT 2009","NO_QUERY","SexySubKaylee","I must go everyone. Have a splendid day. "
"4","1955834133","Thu May 28 20:42:10 PDT 2009","NO_QUERY","Jordan1617","Gotta Go do laundry, then bed.  Night everyone. **"
"4","1684876038","Sat May 02 22:19:13 PDT 2009","NO_QUERY","crazydani13","oh gosh. 46 stories to read. Oh my "
"0","2266000604","Sun Jun 21 07:43:00 PDT 2009","NO_QUERY","fleshyjohn","@smitch2008 i know. that's what i said "
"4","2000502073","Mon Jun 01 22:15:36 PDT 2009","NO_QUERY","XxSuperDuperxX","Haha just ate a pancake at like 10pm. Goodnight.  Must. Go. To. Sleep. Early. "
"4","2009749900","Tue Jun 02 16:12:59 PDT 2009","NO_QUERY","NikkiBoon","told my mom the green salsa is called &quot;whorepepper&quot;...and she totally believed me  haha"
"0","2066167746","Sun Jun 07 10:00:52 PDT 2009","NO_QUERY","megankean","I need to vent before I explode "
"0","2240822014","Fri Jun 19 10:12:14 PDT 2009","NO_QUERY","NikFreeman","@Moneyklip lol I knoooow "
"0","2002325433","Tue Jun 02 03:52:53 PDT 2009","NO_QUERY","idiom","@Anonymousboy03 Plans for school stuff &amp; a performance of Othello we're gonna watch on Thurs. &amp; I hate that happening with Photography! "
"0","1970629528","Sat May 30 04:37:43 PDT 2009","NO_QUERY","omgestelle","I don't know, maybe. Can't decide what to choose. I suck at this "
"4","2053370425","Sat Jun 06 04:18:34 PDT 2009","NO_QUERY","ohmyjuya","is making something for LEAH JUNIA  http://plurk.com/p/ytkun"
"0","2060090523","Sat Jun 06 18:14:18 PDT 2009","NO_QUERY","MistiPimp","Chillin at Mel's.. Bourbon tonight for Ash's birthday... I think I might have the death cold... Boo "
"0","2260172317","Sat Jun 20 18:47:19 PDT 2009","NO_QUERY","MojoJojo78","@katyperry  is that the one with the dog stunt? ewww!  "
"4","2182326494","Mon Jun 15 13:01:21 PDT 2009","NO_QUERY","Martha_Jane","Uploading new video!!! On my youtube www.youtube.com/2happymonkeys "
"4","1978874308","Sun May 31 00:46:17 PDT 2009","NO_QUERY","Saniles","@DjNocturnal Wow that is some super awesome achievement!!! (I'm actually laughing at you on the inside) "
"4","1827747676","Sun May 17 11:21:44 PDT 2009","NO_QUERY","CoyCreations","Yikes...I'm not quite sure what I've set up, but a blog mysteriously posted straight from my email. I'm glad there was no content.  "
"4","2189453288","Tue Jun 16 00:03:59 PDT 2009","NO_QUERY","tarunchandel","@bhavis I thought it was your wedding invitation "
"4","1881884074","Fri May 22 05:46:43 PDT 2009","NO_QUERY","Bruno43","@meredithmarsh lol, don't forget to do the Yoga, great stretching exercise "
"4","2070448808","Sun Jun 07 17:42:51 PDT 2009","NO_QUERY","leateach","Trying to figure out what to wear for my interview tomorrow! "
"4","1468835047","Tue Apr 07 03:59:02 PDT 2009","NO_QUERY","kittyvane","@argylewhale Hooray! That's great! And about time you got some good news. "
"0","2193294225","Tue Jun 16 08:15:41 PDT 2009","NO_QUERY","angelic_lisa200","at work got sore mouth after having a tooth out "
"0","1992537856","Mon Jun 01 08:54:58 PDT 2009","NO_QUERY","SusieKeen","missed @atevensmithsays live on cnn, damn "
"4","1985019344","Sun May 31 16:15:59 PDT 2009","NO_QUERY","_ashlE_","Watching my moviee "
"0","1998714697","Mon Jun 01 19:00:25 PDT 2009","NO_QUERY","workoutmommy","@forestfrolic if you go, I will cry. "
"0","2063124396","Sun Jun 07 01:27:31 PDT 2009","NO_QUERY","J_Fabz","Sleeep..... work in the morning!! "
"4","1794327120","Thu May 14 05:32:55 PDT 2009","NO_QUERY","tiinag","@Foxy_HotSawce your new photo is very cute "
"4","2067881697","Sun Jun 07 13:07:16 PDT 2009","NO_QUERY","BeanedDream","@emmabremner I think yasmina will do a better job of the task, unless she screws up... But I think Suralan has a soft spot for the brummy "
"4","2185012106","Mon Jun 15 16:45:13 PDT 2009","NO_QUERY","kevinschuck","is chillin at the house having a good time watching seinfeld "
"4","1969633371","Sat May 30 00:40:51 PDT 2009","NO_QUERY","inkedveggie","What a PHENOMENAL show. If u get the chance, go see this band-  @sjfoundation. You will NOT regret it! "
"4","1998288973","Mon Jun 01 18:18:14 PDT 2009","NO_QUERY","tbackfield","&lt;3 Beatles Rockband, watching today's E3 recorded from G4 "
"4","2063711229","Sun Jun 07 03:46:34 PDT 2009","NO_QUERY","jack34churchill","lol first proper shave  feels good"
"4","1983256796","Sun May 31 12:48:33 PDT 2009","NO_QUERY","corinh","Just finished chatting with Denver "
"4","1882042709","Fri May 22 06:06:51 PDT 2009","NO_QUERY","peeebeee","@DominicTravers That's very cool indeed. I have many friends at Orange, they'll take care of you "
"0","1997982214","Mon Jun 01 17:47:38 PDT 2009","NO_QUERY","Julia_is_REAL","I have a horrible headache...  Time for a nap I guess."
"4","2069286215","Sun Jun 07 15:36:01 PDT 2009","NO_QUERY","Sweetpea1019","@Ecris_appeal Follow mee  much lovee 2 @appealthegroup"
"4","1974396750","Sat May 30 13:03:11 PDT 2009","NO_QUERY","dadekian","@OliverRanch McDonald's uses beef?  Sorry, really couldn't resist. I'm betting you see this response several times."
"0","2205370881","Wed Jun 17 04:35:30 PDT 2009","NO_QUERY","CLEDError","@DENISE_RICHARDS That's the saddest thing I've ever seen "
"0","2227892409","Thu Jun 18 13:45:47 PDT 2009","NO_QUERY","lildamanio","Is reconciling with his phone (still taking it back) so text or kall 2day might not b on tomorrow!  cheerio"
"4","2059380333","Sat Jun 06 16:49:01 PDT 2009","NO_QUERY","HeartBreaker971","Watching Youtube videos "
"0","2253975584","Sat Jun 20 09:02:10 PDT 2009","NO_QUERY","zoomZOE","http://twitpic.com/7wp4y - Andrew already fell asleep on our road trip "
